date,account,sentiment,daily_pnl,win_rate,avg_size,avg_leverage,n_trades,long_count,short_count,long_short_ratio
2023-02-23,0x002b,Fear,185.97,1.0,157.77,12.1,1,0,1,0.0
2023-02-23,0x002c,Fear,-860.55,0.0,444.04,14.3,1,1,0,1000000.0
2023-02-23,0x002e,Fear,-326.52,0.0,276.47,2.3,1,0,1,0.0
2023-02-23,0x0033,Fear,914.78,1.0,498.85,5.8,1,0,1,0.0
2023-02-23,0x0035,Fear,2880.7400000000002,1.0,1399.68,8.233333333333333,3,0,3,0.0
2023-02-23,0x0037,Fear,5186.39,1.0,2031.56,8.8,1,1,0,1000000.0
2023-02-23,0x0039,Fear,1067.0500000000002,0.5,1271.54,13.850000000000001,2,1,1,1.0
2023-02-23,0x003b,Fear,1341.61,1.0,827.86,12.4,1,0,1,0.0
2023-02-23,0x003f,Fear,2521.34,1.0,540.21,3.8,2,2,0,2000000.0
2023-02-23,0x0041,Fear,772.2,1.0,411.66,6.8,1,1,0,1000000.0
2023-02-23,0x0042,Fear,200.23,1.0,274.95,5.8,1,1,0,1000000.0
2023-02-23,0x0044,Fear,965.04,1.0,279.78,7.2,1,1,0,1000000.0
2023-02-23,0x0045,Fear,7141.849999999999,1.0,3160.285,8.35,2,2,0,2000000.0
2023-02-23,0x0046,Fear,1186.38,1.0,1029.81,11.5,1,0,1,0.0
2023-02-23,0x0047,Fear,-1087.6200000000001,0.3333333333333333,948.7366666666667,10.799999999999999,3,2,1,2.0
2023-02-23,0x0049,Fear,2407.44,1.0,4110.54,12.5,1,1,0,1000000.0
2023-02-23,0x004a,Fear,-250.39,0.0,585.76,12.0,1,1,0,1000000.0
2023-02-23,0x004c,Fear,-6667.34,0.0,7833.86,2.2,1,1,0,1000000.0
2023-02-23,0x004d,Fear,6590.53,1.0,2010.06,3.4,1,1,0,1000000.0
2023-02-23,0x004e,Fear,-1162.88,0.0,1137.28,4.5,1,0,1,0.0
2023-02-23,0x004f,Fear,3034.7,1.0,1345.78,4.8,1,0,1,0.0
2023-02-23,0x0050,Fear,-5002.58,0.0,1932.28,5.8,1,1,0,1000000.0
2023-02-23,0x0051,Fear,-1647.45,0.0,602.72,6.6,1,0,1,0.0
2023-02-23,0x0053,Fear,7678.97,1.0,2030.02,8.8,1,1,0,1000000.0
2023-02-23,0x0054,Fear,-3138.04,0.0,2111.75,8.0,1,0,1,0.0
2023-02-23,0x0055,Fear,-3501.23,0.0,2099.36,9.7,1,1,0,1000000.0
2023-02-23,0x0056,Fear,-1703.11,0.0,584.59,12.0,1,0,1,0.0
2023-02-23,0x0057,Fear,-7386.42,0.0,3694.14,11.3,1,1,0,1000000.0
2023-02-23,0x0058,Fear,501.12,1.0,1994.05,14.5,1,0,1,0.0
2023-02-23,0x005c,Fear,2789.11,1.0,833.39,3.5,1,1,0,1000000.0
2023-02-23,0x005d,Fear,-2921.7799999999997,0.0,769.29,3.95,2,0,2,0.0
2023-02-23,0x005e,Fear,967.68,1.0,1503.28,5.2,1,0,1,0.0
2023-02-23,0x0062,Fear,-7472.54,0.0,3252.34,7.2,1,0,1,0.0
2023-02-23,0x0066,Fear,-5023.35,0.0,1529.565,11.75,2,1,1,1.0
2023-02-23,0x0067,Fear,709.87,1.0,434.05,13.6,1,0,1,0.0
2023-02-23,0x006b,Fear,2961.66,0.5,1219.65,3.55,2,1,1,1.0
2023-02-23,0x006d,Fear,-1654.46,0.0,1404.97,5.2,1,1,0,1000000.0
2023-02-23,0x0074,Fear,927.8800000000001,1.0,372.49,10.1,2,0,2,0.0
2023-02-23,0x0076,Fear,1070.53,1.0,435.27,11.5,1,1,0,1000000.0
2023-02-23,0x0077,Fear,1365.52,1.0,1056.87,14.4,1,1,0,1000000.0
2023-02-24,0x0002,Greed,-14145.69,0.0,9005.75,4.3,1,1,0,1000000.0
2023-02-24,0x0005,Greed,-5270.63,0.0,3798.73,9.7,1,1,0,1000000.0
2023-02-24,0x0006,Greed,7215.41,0.6666666666666666,1139.8633333333335,9.166666666666666,3,2,1,2.0
2023-02-24,0x000d,Greed,29615.350000000002,1.0,4645.295,20.0,2,1,1,1.0
2023-02-24,0x000e,Greed,-4584.610000000001,0.5,5774.3,19.450000000000003,2,2,0,2000000.0
2023-02-24,0x000f,Greed,-16987.4,0.0,4986.92,2.6,1,0,1,0.0
2023-02-24,0x0011,Greed,-15246.28,0.0,3801.33,5.4,1,1,0,1000000.0
2023-02-24,0x0013,Greed,-589.8,0.0,762.05,7.9,1,1,0,1000000.0
2023-02-24,0x0014,Greed,-1205.04,0.0,1464.72,7.9,1,1,0,1000000.0
2023-02-24,0x0015,Greed,-2270.28,0.0,878.03,8.2,1,0,1,0.0
2023-02-24,0x0016,Greed,-2115.54,0.5,1047.535,11.6,2,2,0,2000000.0
2023-02-24,0x001a,Greed,-1156.25,0.0,442.8,17.7,1,1,0,1000000.0
2023-02-24,0x001b,Greed,-20963.48,0.5,2684.035,17.5,2,2,0,2000000.0
2023-02-24,0x001c,Greed,1256.59,1.0,499.8,15.6,1,0,1,0.0
2023-02-24,0x001d,Greed,-90.2,0.0,111.61,17.3,1,1,0,1000000.0
2023-02-24,0x001e,Greed,-101.19,0.0,117.51,2.5,1,1,0,1000000.0
2023-02-24,0x0024,Greed,-437.1,0.5,445.81,9.399999999999999,2,2,0,2000000.0
2023-02-24,0x0026,Greed,-1033.11,0.0,561.14,12.2,1,0,1,0.0
2023-02-24,0x0029,Greed,-1797.71,0.0,2685.48,16.0,1,1,0,1000000.0
2023-02-24,0x002b,Greed,-1259.51,0.0,2849.95,15.8,1,1,0,1000000.0
2023-02-24,0x002d,Greed,60097.19,1.0,15127.08,2.2,2,1,1,1.0
2023-02-24,0x002e,Greed,-7127.63,0.0,2140.71,3.5,1,1,0,1000000.0
2023-02-24,0x0031,Greed,1481.57,1.0,226.09,7.9,1,1,0,1000000.0
2023-02-24,0x0033,Greed,-5942.21,0.0,4463.72,10.9,1,1,0,1000000.0
2023-02-24,0x0034,Greed,3038.81,1.0,1035.49,10.0,1,0,1,0.0
2023-02-24,0x0035,Greed,-3385.32,0.0,1136.0,11.7,1,1,0,1000000.0
2023-02-24,0x0039,Greed,1106.59,1.0,857.06,15.5,1,0,1,0.0
2023-02-24,0x003c,Greed,3835.2699999999995,1.0,524.63,2.4000000000000004,2,1,1,1.0
2023-02-24,0x003e,Greed,13802.04,0.75,6669.2725,4.85,4,3,1,3.0
2023-02-24,0x0042,Greed,3373.88,1.0,4294.33,9.3,1,1,0,1000000.0
2023-02-24,0x0044,Greed,-4568.0,0.0,7071.47,11.1,1,0,1,0.0
2023-02-24,0x0045,Greed,2942.68,1.0,1353.07,15.1,1,1,0,1000000.0
2023-02-24,0x0046,Greed,2.1399999999999864,0.5,139.01999999999998,13.85,2,0,2,0.0
2023-02-24,0x0047,Greed,-21874.65,0.5,1826.75,15.55,2,0,2,0.0
2023-02-24,0x004a,Greed,-18021.57,0.0,4177.78,16.8,1,0,1,0.0
2023-02-24,0x004b,Greed,-640.23,0.0,344.31,2.7,1,1,0,1000000.0
2023-02-24,0x004c,Greed,-11739.12,0.0,2583.615,3.8499999999999996,2,1,1,1.0
2023-02-24,0x004f,Greed,14697.83,1.0,7856.77,8.3,1,1,0,1000000.0
2023-02-24,0x0050,Greed,4942.56,1.0,3620.58,8.1,1,1,0,1000000.0
2023-02-24,0x0052,Greed,-28212.39,0.0,6221.265,11.0,2,0,2,0.0
2023-02-24,0x0053,Greed,132.26,1.0,175.48,12.3,1,1,0,1000000.0
2023-02-24,0x0056,Greed,162.63,1.0,219.63,13.8,1,0,1,0.0
2023-02-24,0x005a,Greed,3994.1100000000006,0.5,4004.085,2.45,2,2,0,2000000.0
2023-02-24,0x005d,Greed,-1543.29,0.0,1737.83,6.2,1,1,0,1000000.0
2023-02-24,0x0060,Greed,-134.11,0.0,254.48,10.2,1,1,0,1000000.0
2023-02-24,0x0065,Greed,-3029.58,0.0,738.26,17.9,1,1,0,1000000.0
2023-02-24,0x0067,Greed,4233.69,1.0,946.96,20.0,1,1,0,1000000.0
2023-02-24,0x0068,Greed,-58187.46,0.0,11499.474999999999,17.75,2,1,1,1.0
2023-02-24,0x006a,Greed,371.93,1.0,649.51,3.0,1,1,0,1000000.0
2023-02-24,0x006b,Greed,38.48,1.0,59.09,4.9,1,0,1,0.0
2023-02-24,0x006e,Greed,-149.74,0.0,272.77,7.9,1,1,0,1000000.0
2023-02-24,0x006f,Greed,-420.82,0.0,708.12,9.9,1,0,1,0.0
2023-02-24,0x0071,Greed,2450.72,1.0,3300.67,13.0,1,1,0,1000000.0
2023-02-24,0x0076,Greed,-7312.15,0.0,2863.54,19.6,1,1,0,1000000.0
2023-02-25,0x0001,Greed,3087.22,1.0,2048.91,4.0,1,1,0,1000000.0
2023-02-25,0x0005,Greed,1185.99,1.0,1870.47,7.2,1,0,1,0.0
2023-02-25,0x0007,Greed,-11363.61,0.0,5910.8,12.4,1,0,1,0.0
2023-02-25,0x0009,Greed,-3279.32,0.0,921.77,12.3,1,1,0,1000000.0
2023-02-25,0x000a,Greed,-3851.66,0.0,908.69,15.4,1,0,1,0.0
2023-02-25,0x000c,Greed,2227.24,0.5,2454.38,17.75,2,2,0,2000000.0
2023-02-25,0x000d,Greed,470.93,1.0,681.43,15.5,1,1,0,1000000.0
2023-02-25,0x000f,Greed,-3820.6,0.0,3363.99,2.1,1,1,0,1000000.0
2023-02-25,0x0010,Greed,9548.93,1.0,3886.94,3.8,1,1,0,1000000.0
2023-02-25,0x0012,Greed,-8332.26,0.0,4600.75,6.2,1,0,1,0.0
2023-02-25,0x0013,Greed,8157.31,1.0,2782.9049999999997,7.7,2,1,1,1.0
2023-02-25,0x0014,Greed,-215.1,0.0,200.06,9.7,1,1,0,1000000.0
2023-02-25,0x0015,Greed,20605.67,1.0,13946.7,9.95,2,2,0,2000000.0
2023-02-25,0x0017,Greed,1869.54,1.0,595.79,13.2,1,1,0,1000000.0
2023-02-25,0x0018,Greed,-24286.95,0.5,3197.4449999999997,12.600000000000001,2,0,2,0.0
2023-02-25,0x0019,Greed,10892.06,0.6,1268.834,13.64,5,4,1,4.0
2023-02-25,0x001a,Greed,1342.17,1.0,1924.19,16.1,1,0,1,0.0
2023-02-25,0x001d,Greed,-441.33,0.0,394.75,18.8,1,1,0,1000000.0
2023-02-25,0x001f,Greed,-2799.98,0.0,2537.38,3.8,1,1,0,1000000.0
2023-02-25,0x0020,Greed,-469.33,0.0,182.65,4.5,1,0,1,0.0
2023-02-25,0x0021,Greed,166.03,1.0,193.24,6.7,1,0,1,0.0
2023-02-25,0x0025,Greed,6829.76,1.0,1284.725,11.15,2,0,2,0.0
2023-02-25,0x0026,Greed,-548.69,0.0,273.28,12.1,1,0,1,0.0
2023-02-25,0x0029,Greed,7367.1,1.0,3003.83,14.5,1,1,0,1000000.0
2023-02-25,0x002a,Greed,12027.93,1.0,2863.27,15.3,1,1,0,1000000.0
2023-02-25,0x002c,Greed,-56564.44,0.0,43095.565,18.3,2,0,2,0.0
2023-02-25,0x002d,Greed,-724.61,0.6666666666666666,1213.0966666666666,2.466666666666667,3,2,1,2.0
2023-02-25,0x002f,Greed,-22850.39,0.0,3926.63,4.6,1,0,1,0.0
2023-02-25,0x0034,Greed,326.61,1.0,415.58,11.0,1,0,1,0.0
2023-02-25,0x0035,Greed,118064.48,1.0,22193.434999999998,11.1,2,2,0,2000000.0
2023-02-25,0x0039,Greed,-891.48,0.0,781.93,18.8,1,1,0,1000000.0
2023-02-25,0x003a,Greed,292.65,1.0,116.1,18.2,1,1,0,1000000.0
2023-02-25,0x003e,Greed,2721.6,1.0,1216.84,4.5,1,1,0,1000000.0
2023-02-25,0x0041,Greed,11755.76,1.0,4200.29,7.3,1,1,0,1000000.0
2023-02-25,0x0042,Greed,-1976.56,0.0,1393.48,9.8,1,0,1,0.0
2023-02-25,0x0045,Greed,8859.14,1.0,4171.79,15.0,1,1,0,1000000.0
2023-02-25,0x0047,Greed,-13166.82,0.0,3178.68,15.6,2,0,2,0.0
2023-02-25,0x0048,Greed,428.01,1.0,390.63,14.9,1,1,0,1000000.0
2023-02-25,0x004a,Greed,-7273.31,0.0,2345.74,19.4,1,1,0,1000000.0
2023-02-25,0x004b,Greed,-1922.19,0.5,931.36,2.4,2,2,0,2000000.0
2023-02-25,0x004c,Greed,-1055.54,0.0,386.17,3.4,1,0,1,0.0
2023-02-25,0x0051,Greed,-23575.38,0.0,5882.12,8.7,1,0,1,0.0
2023-02-25,0x0053,Greed,1674.96,1.0,1064.25,10.4,1,1,0,1000000.0
2023-02-25,0x0055,Greed,-9785.460000000001,0.0,2088.61,14.3,2,1,1,1.0
2023-02-25,0x0057,Greed,31678.51,1.0,3447.04,18.9,1,0,1,0.0
2023-02-25,0x0058,Greed,-43609.56,0.3333333333333333,3710.5933333333337,17.033333333333335,3,2,1,2.0
2023-02-25,0x005c,Greed,-36550.49,0.5,2302.34,4.2,2,0,2,0.0
2023-02-25,0x005d,Greed,112005.46,1.0,62854.42,6.9,1,1,0,1000000.0
2023-02-25,0x0061,Greed,-5751.69,0.0,679.86,9.8,1,1,0,1000000.0
2023-02-25,0x0063,Greed,7663.59,1.0,6219.4,12.6,1,1,0,1000000.0
2023-02-25,0x0064,Greed,2793.52,0.5,932.01,13.45,2,1,1,1.0
2023-02-25,0x0065,Greed,648.23,0.5,491.18500000000006,14.7,2,1,1,1.0
2023-02-25,0x0066,Greed,-1098.24,0.0,424.77,14.5,1,1,0,1000000.0
2023-02-25,0x006a,Greed,2098.83,1.0,1045.37,3.9,2,1,1,1.0
2023-02-25,0x006c,Greed,6907.38,1.0,2042.82,5.2,1,0,1,0.0
2023-02-25,0x006d,Greed,-726.94,0.0,290.3,6.5,1,1,0,1000000.0
2023-02-25,0x006f,Greed,1362.14,1.0,602.82,8.5,1,1,0,1000000.0
2023-02-25,0x0070,Greed,4903.46,1.0,2770.69,9.6,1,1,0,1000000.0
2023-02-25,0x0076,Greed,752.9,1.0,413.64,18.8,1,0,1,0.0
2023-02-25,0x0077,Greed,-6788.51,0.0,741.54,19.1,1,0,1,0.0
2023-02-26,0x0007,Fear,2881.57,1.0,1234.15,7.1,1,0,1,0.0
2023-02-26,0x0009,Fear,6280.17,1.0,1691.43,8.1,1,0,1,0.0
2023-02-26,0x000a,Fear,-2449.98,0.0,1094.56,10.7,1,0,1,0.0
2023-02-26,0x000b,Fear,3782.47,1.0,1862.61,12.8,1,0,1,0.0
2023-02-26,0x000c,Fear,3177.65,1.0,914.06,13.9,1,1,0,1000000.0
2023-02-26,0x000e,Fear,1047.64,1.0,485.94,11.9,1,0,1,0.0
2023-02-26,0x000f,Fear,1701.26,1.0,1055.27,1.4,1,1,0,1000000.0
2023-02-26,0x0010,Fear,-40320.28,0.0,12413.07,2.5,1,0,1,0.0
2023-02-26,0x0011,Fear,193.29,1.0,619.7,3.5,1,0,1,0.0
2023-02-26,0x0012,Fear,-26161.06,0.0,3064.35,4.8,1,0,1,0.0
2023-02-26,0x0015,Fear,-886.06,0.0,1164.4,6.1,1,0,1,0.0
2023-02-26,0x0017,Fear,8177.08,1.0,1596.0100000000002,8.35,2,0,2,0.0
2023-02-26,0x0019,Fear,476.3,1.0,169.12,11.7,1,1,0,1000000.0
2023-02-26,0x001a,Fear,587.94,1.0,284.06,11.3,1,1,0,1000000.0
2023-02-26,0x001c,Fear,2938.69,0.5,1455.4250000000002,11.5,2,0,2,0.0
2023-02-26,0x0020,Fear,-1067.75,0.5,447.685,3.35,2,0,2,0.0
2023-02-26,0x0023,Fear,1421.75,1.0,345.995,5.85,2,0,2,0.0
2023-02-26,0x0025,Fear,-461.26,0.0,351.05,7.7,1,1,0,1000000.0
2023-02-26,0x0026,Fear,15006.599999999999,0.5,1087.1325,8.75,4,2,2,1.0
2023-02-26,0x002c,Fear,-5212.73,0.0,486.595,13.649999999999999,2,0,2,0.0
2023-02-26,0x002f,Fear,2825.61,1.0,1386.69,3.4,2,0,2,0.0
2023-02-26,0x0030,Fear,117.87,1.0,107.6,4.0,1,0,1,0.0
2023-02-26,0x0034,Fear,-277.25,0.0,497.47,7.1,1,1,0,1000000.0
2023-02-26,0x0036,Fear,1421.74,1.0,283.45,8.5,1,1,0,1000000.0
2023-02-26,0x0037,Fear,-2053.36,0.0,1275.87,8.5,1,1,0,1000000.0
2023-02-26,0x0038,Fear,591.79,1.0,236.6,9.5,1,1,0,1000000.0
2023-02-26,0x0039,Fear,-1039.02,0.0,857.96,13.0,1,0,1,0.0
2023-02-26,0x003b,Fear,577.27,1.0,379.23,13.0,1,0,1,0.0
2023-02-26,0x003c,Fear,1586.1299999999999,1.0,429.475,1.7999999999999998,2,1,1,1.0
2023-02-26,0x003f,Fear,1720.47,1.0,189.66,4.7,1,0,1,0.0
2023-02-26,0x0042,Fear,-3816.87,0.0,341.5,5.7,1,0,1,0.0
2023-02-26,0x0043,Fear,-354.1,0.0,130.64,8.3,1,0,1,0.0
2023-02-26,0x0045,Fear,3442.94,1.0,621.3,9.7,2,2,0,2000000.0
2023-02-26,0x0046,Fear,-2691.72,0.0,1371.95,10.7,1,1,0,1000000.0
2023-02-26,0x0048,Fear,-122.6,0.0,67.22,13.5,1,1,0,1000000.0
2023-02-26,0x004b,Fear,-3448.94,0.0,480.13,1.5,1,0,1,0.0
2023-02-26,0x004d,Fear,6675.36,0.5,1690.5149999999999,3.35,2,1,1,1.0
2023-02-26,0x004f,Fear,-21040.15,0.0,2654.3,4.6,1,0,1,0.0
2023-02-26,0x0053,Fear,7575.12,1.0,1790.98,7.4,1,0,1,0.0
2023-02-26,0x0054,Fear,2294.88,1.0,732.905,9.0,2,0,2,0.0
2023-02-26,0x0055,Fear,-4440.37,0.0,949.93,9.9,1,1,0,1000000.0
2023-02-26,0x0057,Fear,-528.89,0.0,176.29,10.7,1,1,0,1000000.0
2023-02-26,0x0059,Fear,-960.81,0.0,1002.76,11.4,1,1,0,1000000.0
2023-02-26,0x005a,Fear,568.44,1.0,1052.22,1.5,1,0,1,0.0
2023-02-26,0x005c,Fear,11987.16,1.0,9423.14,3.4,1,0,1,0.0
2023-02-26,0x005f,Fear,5186.66,0.5,1777.005,5.9,2,1,1,1.0
2023-02-26,0x0062,Fear,-1447.71,0.0,2431.22,8.9,1,1,0,1000000.0
2023-02-26,0x0063,Fear,520.7,1.0,282.32,9.5,1,1,0,1000000.0
2023-02-26,0x006b,Fear,255.29000000000002,0.5,252.31,3.2,2,0,2,0.0
2023-02-26,0x006d,Fear,-2042.2,0.0,1040.42,4.6,1,1,0,1000000.0
2023-02-26,0x006f,Fear,26219.75,1.0,6418.55,7.2,1,1,0,1000000.0
2023-02-26,0x0070,Fear,-3906.67,0.0,791.41,7.3,1,1,0,1000000.0
2023-02-26,0x0071,Fear,1708.2,1.0,2110.06,9.5,1,0,1,0.0
2023-02-26,0x0073,Fear,-1523.1200000000001,0.5,1552.4450000000002,8.55,2,0,2,0.0
2023-02-26,0x0075,Fear,-819.91,0.0,518.59,12.9,1,0,1,0.0
2023-02-26,0x0076,Fear,89.26,1.0,133.8,15.0,1,0,1,0.0
2023-02-27,0x0000,Fear,-2772.9700000000003,0.5,543.755,1.85,2,0,2,0.0
2023-02-27,0x0001,Fear,701.26,1.0,624.83,2.2,1,1,0,1000000.0
2023-02-27,0x0002,Fear,1245.83,1.0,277.94,3.3,1,0,1,0.0
2023-02-27,0x000a,Fear,1030.06,1.0,1162.79,10.0,1,0,1,0.0
2023-02-27,0x0011,Fear,5290.86,0.5,1231.6999999999998,3.6500000000000004,2,0,2,0.0
2023-02-27,0x0012,Fear,-174.17,0.0,144.99,4.5,1,1,0,1000000.0
2023-02-27,0x0013,Fear,54116.31,1.0,5564.8,4.5,1,0,1,0.0
2023-02-27,0x0015,Fear,972.39,1.0,422.73,7.7,1,1,0,1000000.0
2023-02-27,0x0017,Fear,2652.2,1.0,2157.39,8.5,1,0,1,0.0
2023-02-27,0x0019,Fear,-3742.53,0.0,2395.25,11.4,1,0,1,0.0
2023-02-27,0x001a,Fear,-2426.05,0.0,717.02,11.45,2,0,2,0.0
2023-02-27,0x0020,Fear,3270.62,1.0,1157.45,3.7,1,0,1,0.0
2023-02-27,0x0021,Fear,-833.73,0.0,194.15,4.3,1,0,1,0.0
2023-02-27,0x0022,Fear,-2738.78,0.0,688.23,5.8,1,0,1,0.0
2023-02-27,0x0023,Fear,30720.050000000003,0.5,6291.15,4.9,2,0,2,0.0
2023-02-27,0x0024,Fear,-2425.5299999999997,0.0,410.245,6.6,2,2,0,2000000.0
2023-02-27,0x0025,Fear,-685.2,0.0,1122.05,7.4,1,1,0,1000000.0
2023-02-27,0x0027,Fear,302.67,1.0,163.88,9.4,1,1,0,1000000.0
2023-02-27,0x0028,Fear,3086.4,1.0,317.63,10.55,2,0,2,0.0
2023-02-27,0x002b,Fear,2023.57,1.0,365.14,13.5,1,1,0,1000000.0
2023-02-27,0x002c,Fear,460.32,1.0,174.68,16.0,1,1,0,1000000.0
2023-02-27,0x002d,Fear,-6725.610000000001,0.3333333333333333,1221.9033333333334,1.5666666666666667,3,2,1,2.0
2023-02-27,0x002f,Fear,1121.9,1.0,304.53,3.2,1,0,1,0.0
2023-02-27,0x0031,Fear,-17422.43,0.0,1422.42,4.6,1,1,0,1000000.0
2023-02-27,0x0039,Fear,668.1999999999999,0.5,198.7,13.600000000000001,2,0,2,0.0
2023-02-27,0x0042,Fear,-1364.46,0.0,859.82,7.9,1,0,1,0.0
2023-02-27,0x0044,Fear,606.51,1.0,472.98,9.8,1,1,0,1000000.0
2023-02-27,0x0045,Fear,-1004.93,0.0,334.18,9.0,1,0,1,0.0
2023-02-27,0x0047,Fear,-2641.37,0.0,768.3,10.8,1,0,1,0.0
2023-02-27,0x0048,Fear,-3199.98,0.5,277.06,10.75,2,0,2,0.0
2023-02-27,0x0049,Fear,-94.81,0.0,140.7,11.8,1,0,1,0.0
2023-02-27,0x004e,Fear,-1694.29,0.0,1393.79,4.3,1,0,1,0.0
2023-02-27,0x004f,Fear,-2863.0,0.0,877.605,5.65,2,1,1,1.0
2023-02-27,0x0056,Fear,-891.93,0.0,628.1,10.1,1,0,1,0.0
2023-02-27,0x0057,Fear,-5672.25,0.0,1345.55,11.6,1,1,0,1000000.0
2023-02-27,0x0058,Fear,5538.81,1.0,2117.42,13.2,1,0,1,0.0
2023-02-27,0x0059,Fear,-74.96,0.0,59.33,14.5,1,1,0,1000000.0
2023-02-27,0x005a,Fear,238.25,1.0,86.09,1.8,1,1,0,1000000.0
2023-02-27,0x005c,Fear,-2163.03,0.0,765.26,3.1,1,0,1,0.0
2023-02-27,0x005e,Fear,15619.67,1.0,5238.27,5.5,1,0,1,0.0
2023-02-27,0x0060,Fear,5670.6,1.0,2055.07,5.6,1,0,1,0.0
2023-02-27,0x0062,Fear,-1726.04,0.0,349.34,8.100000000000001,2,1,1,1.0
2023-02-27,0x0064,Fear,5607.12,1.0,2217.99,10.6,1,0,1,0.0
2023-02-27,0x0067,Fear,-3938.13,0.0,1115.255,11.15,2,0,2,0.0
2023-02-27,0x0069,Fear,-82.92,0.0,199.44,1.7,1,1,0,1000000.0
2023-02-27,0x006b,Fear,-5481.64,0.0,661.85,3.6,1,0,1,0.0
2023-02-27,0x006d,Fear,-1454.77,0.0,734.26,5.4,1,1,0,1000000.0
2023-02-27,0x006e,Fear,-1134.59,0.0,300.93,5.0,1,1,0,1000000.0
2023-02-27,0x006f,Fear,4820.650000000001,0.5,945.73,6.1,2,1,1,1.0
2023-02-27,0x0070,Fear,-90.41,0.0,28.5,7.0,1,0,1,0.0
2023-02-27,0x0072,Fear,-6586.98,0.0,1525.31,9.2,1,1,0,1000000.0
2023-02-27,0x0074,Fear,-306.62,0.0,159.16,10.0,1,0,1,0.0
2023-02-27,0x0076,Fear,914.02,1.0,462.0,14.9,1,1,0,1000000.0
2023-02-28,0x0001,Fear,531.3,1.0,415.51,2.7,1,1,0,1000000.0
2023-02-28,0x0002,Fear,-751.61,0.0,333.47,3.8,1,0,1,0.0
2023-02-28,0x0003,Fear,134.01,1.0,298.62,3.7,1,1,0,1000000.0
2023-02-28,0x0005,Fear,62.56,1.0,32.1,5.6,1,0,1,0.0
2023-02-28,0x0006,Fear,-354.0,0.0,409.0,7.4,1,1,0,1000000.0
2023-02-28,0x0007,Fear,-241.65,0.0,282.99,7.5,1,0,1,0.0
2023-02-28,0x000b,Fear,-4304.86,0.0,2442.17,11.7,1,0,1,0.0
2023-02-28,0x0015,Fear,271.87,1.0,279.46,8.0,1,0,1,0.0
2023-02-28,0x0017,Fear,-4690.83,0.0,1848.63,8.2,1,0,1,0.0
2023-02-28,0x0018,Fear,347.46,1.0,232.15,10.9,1,1,0,1000000.0
2023-02-28,0x0019,Fear,4064.13,1.0,1429.13,9.5,1,0,1,0.0
2023-02-28,0x001f,Fear,-7719.46,0.0,1428.44,2.3,1,1,0,1000000.0
2023-02-28,0x0020,Fear,81901.48,0.6666666666666666,4081.11,3.3666666666666667,3,2,1,2.0
2023-02-28,0x0021,Fear,367.94,0.5,291.825,4.3,2,2,0,2000000.0
2023-02-28,0x0024,Fear,2141.62,1.0,1082.52,7.5,1,1,0,1000000.0
2023-02-28,0x0025,Fear,2175.67,1.0,435.99,8.5,1,0,1,0.0
2023-02-28,0x0027,Fear,1766.3200000000002,0.6666666666666666,630.5966666666667,9.866666666666667,3,0,3,0.0
2023-02-28,0x0029,Fear,-184.25,0.0,112.25,12.1,1,0,1,0.0
2023-02-28,0x002c,Fear,390.99,1.0,229.98,12.6,1,0,1,0.0
2023-02-28,0x002d,Fear,640.72,1.0,512.42,2.0,1,1,0,1000000.0
2023-02-28,0x002e,Fear,-1998.42,0.0,1177.42,3.0,1,0,1,0.0
2023-02-28,0x0030,Fear,-373.21,0.0,362.03,4.2,1,0,1,0.0
2023-02-28,0x0035,Fear,-202.81,0.5,241.255,8.8,2,2,0,2000000.0
2023-02-28,0x0037,Fear,-489.92,0.0,1515.22,9.6,1,1,0,1000000.0
2023-02-28,0x0038,Fear,-485.19,0.0,408.83,11.3,1,0,1,0.0
2023-02-28,0x0039,Fear,-6324.640000000001,0.5,882.925,12.0,2,1,1,1.0
2023-02-28,0x003b,Fear,-10210.130000000001,0.0,1759.25,14.95,2,1,1,1.0
2023-02-28,0x003d,Fear,4189.68,1.0,770.3199999999999,2.5,2,1,1,1.0
2023-02-28,0x003e,Fear,895.76,1.0,430.995,3.2,2,2,0,2000000.0
2023-02-28,0x003f,Fear,846.42,1.0,920.08,4.0,1,1,0,1000000.0
2023-02-28,0x0040,Fear,682.22,1.0,1566.53,5.2,1,1,0,1000000.0
2023-02-28,0x0041,Fear,-1625.15,0.0,309.79,6.1,1,0,1,0.0
2023-02-28,0x0042,Fear,-595.8,0.0,276.67,7.6,1,1,0,1000000.0
2023-02-28,0x0047,Fear,2815.08,1.0,1506.58,9.9,1,0,1,0.0
2023-02-28,0x0049,Fear,8793.55,1.0,5194.94,13.7,1,1,0,1000000.0
2023-02-28,0x004a,Fear,-1586.15,0.0,523.49,12.6,1,1,0,1000000.0
2023-02-28,0x004b,Fear,458.21000000000004,0.5,1174.345,1.85,2,1,1,1.0
2023-02-28,0x004d,Fear,53.13000000000011,0.5,1188.7350000000001,3.7,2,1,1,1.0
2023-02-28,0x004e,Fear,-8837.76,0.0,1037.7533333333333,4.3,3,2,1,2.0
2023-02-28,0x004f,Fear,-3492.39,0.0,787.56,5.7,1,0,1,0.0
2023-02-28,0x0050,Fear,-4962.95,0.0,798.66,6.0,1,1,0,1000000.0
2023-02-28,0x0052,Fear,989.17,1.0,785.55,6.8,1,1,0,1000000.0
2023-02-28,0x0055,Fear,-858.66,0.0,303.19,9.3,1,0,1,0.0
